id,name,type,mana_cost,attack,max_hp,keywords,description
"1000141","cards.faction_2_unit_watchful_sentinel_name","Unit","3","3","3","ModifierToken","cards.faction_2_unit_watchful_sentinel_desc"
"1000142","cards.faction_2_unit_hundred_hand_name","Unit","3","3","4","ModifierSentinel|ModifierTokenCreator","cards.faction_2_unit_hundred_hand_desc"
"1000143","cards.faction_2_unit_mizuchi_name","Unit","3","2","5","ModifierSentinel|ModifierTokenCreator|ModifierBackstab|ModifierFlying","cards.faction_2_unit_mizuchi_desc"
"1000144","cards.faction_2_unit_mind_cage_oni_name","Unit","3","3","2","ModifierSentinel|ModifierTokenCreator","cards.faction_2_unit_mind_cage_oni_desc"
"1000145","cards.faction_2_unit_suzumebachi_name","Unit","2","1","4","","cards.faction_2_unit_suzumebachi_desc"
"1000146","cards.faction_2_unit_second_sword_sarugi_name","Unit","7","4","7","","cards.faction_2_unit_second_sword_sarugi_desc"
"1000147","cards.building_name","Unit","4","0","10","ModifierToken|ModifierPortal",""
"1000148","cards.faction_2_unit_manakite_drifter_name","Unit","4","5","5","ModifierTokenCreator|ModifierBuild","cards.faction_2_unit_manakite_drifter_desc"
"1000149","cards.faction_2_unit_penumbraxx_name","Unit","3","4","1","ModifierTokenCreator|ModifierBuild|ModifierBackstab","cards.faction_2_unit_penumbraxx_desc"
"1000150","cards.faction_2_unit_wildfire_tenketsu_name","Unit","4","3","5","ModifierSynergizePutCardInHand","cards.faction_2_unit_wildfire_tenketsu_desc"
"1000151","cards.faction_2_unit_dusk_rigger_name","Unit","3","3","3","ModifierBackstab","cards.faction_2_unit_dusk_rigger_desc"
"1000152","cards.faction_2_unit_shidai_name","Unit","0","2","25","","cards.faction_2_unit_shidai_desc"
"1000153","cards.building_name","Unit","3","0","10","ModifierToken|ModifierPortal",""
"1000154","Hideatsu the Ebon Ox","Unit","0","5","5","ModifierOnSummonFromHandApplyEmblems|ModifierFateSonghaiMinionQuest","Trial: Summon 7 minions from your action bar with different costs. Destiny: Summon friendly minions to deal their cost as damage to an enemy."
"1000155","Bakezori","Unit","4","2","6","","Whenever this minion is moved for any reason, draw a card."
"1000156","Kaido Expert","Unit","3","2","2","ModifierBackstab","Backstab: (1). Whenever this minion backstabs, summon a minion with Backstab that costs 2 or less from your deck nearby."
"1000157","Massacre Artist","Unit","4","2","5","ModifierBackstab","Backstab: (2). After this minion attacks and backstabs, all attacks are backstabs this turn."
"1000158","Orizuru","Unit","3","3","4","ModifierFlying","Flying"
"1000159","Xenkai Cannoneer","Unit","5","4","4","ModifierFirstBlood|ModifierRanged","Ranged Whenever you summon a minion with Ranged, that minion gains Rush."
"1000160","Coalfist","Unit","4","5","4","ModifierIntensifyTempBuffNearbyMinion","Intensify: Give a random nearby friendly minion +2 Attack this turn."
"1000201","cards.faction_3_unit_zirix_name","Unit","0","2","25","","cards.faction_3_unit_zirix_desc"
"1000208","cards.faction_3_unit_wind_shrike_name","Unit","4","4","3","ModifierFlying|ModifierDyingWishDrawCard","cards.faction_3_unit_wind_shrike_desc"
"1000209","cards.faction_3_unit_starfire_scarab_name","Unit","5","4","6","ModifierBlastAttackStrong","cards.faction_3_unit_starfire_scarab_desc"
"1000210","cards.faction_3_unit_sand_howler_name","Unit","3","3","3","","cards.faction_3_unit_sand_howler_desc"
"1000211","cards.faction_3_unit_dunecaster_name","Unit","2","2","1","ModifierOpeningGambit","cards.faction_3_unit_dunecaster_desc"
"1000212","cards.faction_3_unit_orb_weaver_name","Unit","3","2","2","ModifierOpeningGambit","cards.faction_3_unit_orb_weaver_desc"
"1000213","cards.faction_3_unit_pyromancer_name","Unit","2","2","1","ModifierBlastAttack","cards.faction_3_unit_pyromancer_desc"
"1000214","cards.faction_3_unit_ethereal_obelysk_name","Unit","2","0","6","ModifierTokenCreator|ModifierStartTurnWatchSummonDervish|ModifierPortal","cards.faction_3_unit_ethereal_obelysk_desc"
"1000215","cards.faction_3_unit_fireblaze_obelysk_name","Unit","3","0","6","ModifierTokenCreator|ModifierStartTurnWatchSummonDervish|ModifierPortal","cards.faction_3_unit_fireblaze_obelysk_desc"
"1000216","cards.faction_3_unit_windstorm_obelysk_name","Unit","2","0","4","ModifierTokenCreator|ModifierStartTurnWatchSummonDervish|ModifierPortal","cards.faction_3_unit_windstorm_obelysk_desc"
"1000217","cards.faction_3_unit_dervish_name","Unit","2","2","2","ModifierToken|ModifierEphemeral|ModifierFirstBlood","cards.faction_3_unit_dervish_desc"
"1000218","cards.faction_3_unit_imperial_mechanyst_name","Unit","3","2","5","ModifierOpeningGambitRefreshArtifacts","cards.faction_3_unit_imperial_mechanyst_desc"
"1000219","cards.faction_3_unit_mirage_master_name","Unit","4","1","1","ModifierOpeningGambit","cards.faction_3_unit_mirage_master_desc"
"1000220","cards.faction_3_unit_aymara_healer_name","Unit","6","5","5","ModifierProvoke|ModifierDyingWishDamageEnemyGeneralHealGeneral","cards.faction_3_unit_aymara_healer_desc"
"1000221","cards.faction_3_unit_portal_guardian_name","Unit","3","0","8","ModifierFrenzy","cards.faction_3_unit_portal_guardian_desc"
"1000222","cards.faction_3_unit_oserix_name","Unit","6","6","5","ModifierFlying|ModifierDyingWishEquipArtifactFromDeck","cards.faction_3_unit_oserix_desc"
"1000223","cards.faction_3_unit_sajj_name","Unit","0","2","25","","cards.faction_3_unit_sajj_desc"
"1000224","cards.faction_3_unit_sand_sister_name","Unit","4","4","4","","cards.faction_3_unit_sand_sister_desc"
"1000225","cards.faction_3_unit_iron_dervish_name","Unit","1","2","2","ModifierToken",""
"1000226","cards.faction_3_unit_falcius_name","Unit","4","3","3","ModifierOpeningGambitApplyModifiersToGeneral","cards.faction_3_unit_falcius_desc"
"1000227","cards.faction_3_unit_rae_name","Unit","0","1","1","ModifierBattlePet|ModifierDyingWishDispelNearestEnemy","cards.faction_3_unit_rae_desc"
"1000228","cards.faction_3_unit_pax_name","Unit","2","2","1","ModifierTokenCreator|ModifierBattlePet|ModifierDyingWishSpawnEntity","cards.faction_3_unit_pax_desc"
"1000229","cards.faction_3_unit_wind_slicer_name","Unit","2","2","3","ModifierOpeningGambitApplyModifiersToHand","cards.faction_3_unit_wind_slicer_desc"
"1000230","cards.faction_3_unit_soulburn_obelysk_name","Unit","3","0","4","ModifierTokenCreator|ModifierToken|ModifierStartTurnWatchSummonDervish|ModifierPortal","cards.faction_3_unit_soulburn_obelysk_desc"
"1000231","cards.faction_3_unit_allomancer_name","Unit","4","4","3","ModifierTokenCreator|ModifierDyingWishSpawnRandomEntity","cards.faction_3_unit_allomancer_desc"
"1000232","cards.faction_3_unit_nimbus_name","Unit","5","3","8","ModifierTokenCreator","cards.faction_3_unit_nimbus_desc"
"1000233","cards.faction_3_unit_pantheran_name","Unit","6","8","8","","cards.faction_3_unit_pantheran_desc"
"1000234","cards.faction_3_unit_bloodfire_totem_name","Unit","2","0","4","ModifierToken|ModifierPortal","cards.faction_3_unit_bloodfire_totem_desc"
"1000235","cards.faction_3_unit_zephyr_name","Unit","3","3","3","ModifierFrenzy|ModifierSynergizeApplyModifiersToGeneral","cards.faction_3_unit_zephyr_desc"
"1000236","cards.faction_3_unit_incinera_name","Unit","5","5","6","","cards.faction_3_unit_incinera_desc"
"1000237","cards.faction_3_unit_grandmaster_noshrak_name","Unit","8","4","8","ModifierFlying|ModifierBlastAttack","cards.faction_3_unit_grandmaster_noshrak_desc"
"1000238","cards.faction_3_unit_dreamshaper_name","Unit","2","2","2","ModifierBondDrawCards","cards.faction_3_unit_dreamshaper_desc"
"1000239","cards.faction_3_unit_wind_striker_name","Unit","4","1","4","ModifierFlying|ModifierOpeningGambitEquipArtifact","cards.faction_3_unit_wind_striker_desc"
"1000240","cards.faction_3_unit_sirocco_name","Unit","5","4","3","ModifierOpeningGambitSirocco","cards.faction_3_unit_sirocco_desc"
"1000241","cards.faction_3_unit_duskweaver_name","Unit","2","2","1","ModifierDyingWishDrawWishCard","cards.faction_3_unit_duskweaver_desc"
"1000242","cards.faction_3_unit_trygon_obelysk_name","Unit","4","0","9","ModifierTokenCreator|ModifierStartTurnWatchSummonDervish|ModifierPortal","cards.faction_3_unit_trygon_obelysk_desc"
"1000243","cards.faction_3_unit_lavastorm_obelysk_name","Unit","2","0","4","ModifierTokenCreator|ModifierStartTurnWatchSummonDervish|ModifierPortal","cards.faction_3_unit_lavastorm_obelysk_desc"
"1000244","cards.faction_3_unit_wasteland_wraith_name","Unit","4","1","5","","cards.faction_3_unit_wasteland_wraith_desc"
"1000245","cards.faction_3_unit_fate_watcher_name","Unit","3","2","3","","cards.faction_3_unit_fate_watcher_desc"
"1000246","cards.faction_3_unit_sandswirl_reader_name","Unit","5","3","3","ModifierSandPortal|ModifierOpeningGambit|ModifierTokenCreator","cards.faction_3_unit_sandswirl_reader_desc"
"1000247","cards.faction_3_unit_gust_name","Unit","5","3","5","ModifierTokenCreator|ModifierSynergizeSummonMinionNearby","cards.faction_3_unit_gust_desc"
"1000248","cards.building_name","Unit","4","0","10","ModifierToken|ModifierPortal",""
"1000249","cards.faction_3_unit_barren_shrike_name","Unit","4","5","5","ModifierTokenCreator|ModifierBlastAttack|ModifierBuild","cards.faction_3_unit_barren_shrike_desc"
"1000250","cards.faction_3_unit_silica_weaver_name","Unit","5","4","4","PlayerModifierMechazorBuildProgress|ModifierOpeningGambitApplyMechazorPlayerModifiers","cards.faction_3_unit_silica_weaver_desc"
"1000251","cards.faction_3_unit_skyppy_name","Unit","3","3","3","ModifierDyingWishDrawEnemyLegendaryArtifact","cards.faction_3_unit_skyppy_desc"
"1000252","cards.faction_3_unit_grapnel_paradigm_name","Unit","6","5","5","ModifierOpeningGambitSniperZen","cards.faction_3_unit_grapnel_paradigm_desc"
"1000253","cards.faction_3_unit_simulacra_obelysk_name","Unit","3","0","7","ModifierTokenCreator|ModifierStartTurnWatchSummonDervish|ModifierPortal|ModifierBuild","cards.faction_3_unit_simulacra_obelysk_desc"
"1000254","cards.faction_3_unit_ciphyron_name","Unit","0","2","25","","cards.faction_3_unit_ciphyron_desc"
"1000255","cards.building_name","Unit","3","0","10","ModifierToken|ModifierPortal",""
"1000256","Orbrider","Unit","2","2","2","ModifierOpeningGambit","Opening Gambit: Return a nearby friendly minion to your action bar."
"1000257","Fifth Canopic","Unit","5","4","8","","The enemy General cannot cast their Bloodbound Spell."
"1000258","Dustdrinker","Unit","2","2","1","ModifierIntensifyDamageEnemyGeneral|ModifierIntensifyBuffSelf","Intensify: Deal 1 damage to the enemy General and this minion gains +1 Health."
"1000259","Notion of Starless Eternity","Unit","6","3","3","ModifierFateVetruvianMovementQuest|ModifierOnSummonFromHandApplyEmblems","Trial: General reaches the other edge of the battlefield with an equipped artifact. Destiny: Each equipped artifact gives your General a tier of ascension."
"1000260","Khanuum-ka","Unit","5","3","3","ModifierFirstBlood|ModifierFlying|ModifierDyingWishGoldenGuide","Flying, Rush Dying Wish: A random friendly Dervish disappears, summoning a Khanuum-ka in its place."
"1000261","Swarmking Scarab","Unit","6","5","7","ModifierFirstBlood|ModifierFlying|ModifierTokenCreator|ModifierBlastAttackStrong","Blast Whenever this minion blasts, summon 1/1 Scarabyte with Flying and Rush in those spaces."
"1000262","Scarabyte","Unit","1","1","1","ModifierToken|ModifierFlying|ModifierFirstBlood","Flying Rush"
"1000263","Atom Klinger","Unit","3","1","5","","Whenever you equip an artifact, this minion gains +Attack equal to the artifact's cost."
"1000301","cards.faction_4_unit_lilithe_name","Unit","0","2","25","","cards.faction_4_unit_lilithe_desc"
"1000308","cards.faction_4_unit_abyssal_crawler_name","Unit","1","2","1","ModifierStackingShadows","cards.faction_4_unit_abyssal_crawler_desc"
"1000309","cards.faction_4_unit_abyssal_juggernaut_name","Unit","4","3","3","ModifierStackingShadows","cards.faction_4_unit_abyssal_juggernaut_desc"
"1000310","cards.faction_4_unit_bloodmoon_priestess_name","Unit","4","3","3","ModifierTokenCreator|ModifierDeathWatchSpawnEntity","cards.faction_4_unit_bloodmoon_priestess_desc"
"1000311","cards.faction_4_unit_shadow_watcher_name","Unit","3","2","2","ModifierDeathWatchBuffSelf","cards.faction_4_unit_shadow_watcher_desc"
"1000312","cards.faction_4_unit_deepfire_devourer_name","Unit","4","4","4","ModifierFrenzy|ModifierOpeningGambitSacrificeNearbyBuffSelf","cards.faction_4_unit_deepfire_devourer_desc"
"1000313","cards.faction_4_unit_blood_siren_name","Unit","2","3","2","ModifierOpeningGambit","cards.faction_4_unit_blood_siren_desc"
"1000314","cards.faction_4_unit_vorpal_reaver_name","Unit","6","6","6","ModifierTokenCreator|ModifierTranscendance|ModifierDyingWishSpawnEntityAnywhere","cards.faction_4_unit_vorpal_reaver_desc"
"1000315","cards.faction_4_unit_wraithling_name","Unit","1","1","1","ModifierToken",""
"1000316","cards.faction_4_unit_darkspine_elemental_name","Unit","2","1","4","ModifierStackingShadows","cards.faction_4_unit_darkspine_elemental_desc"
"1000317","cards.faction_4_unit_gloomchaser_name","Unit","2","2","2","ModifierTokenCreator|ModifierOpeningGambitSpawnEntity","cards.faction_4_unit_gloomchaser_desc"
"1000318","cards.faction_4_unit_shadowdancer_name","Unit","5","4","4","ModifierDeathWatchDamageEnemyGeneralHealMyGeneral","cards.faction_4_unit_shadowdancer_desc"
"1000319","cards.faction_4_unit_nightsorrow_assassin_name","Unit","3","2","1","ModifierOpeningGambit","cards.faction_4_unit_nightsorrow_assassin_desc"
"1000320","cards.faction_4_unit_spectral_revenant_name","Unit","8","6","6","ModifierFirstBlood","cards.faction_4_unit_spectral_revenant_desc"
"1000321","cards.faction_4_unit_black_solus_name","Unit","5","4","7","","cards.faction_4_unit_black_solus_desc"
"1000322","cards.faction_4_unit_reaper_of_the_nine_moons_name","Unit","5","5","3","ModifierFlying|ModifierDyingWishSpawnUnitFromOpponentsDeck","cards.faction_4_unit_reaper_of_the_nine_moons_desc"
"1000323","cards.faction_4_unit_cassyva_name","Unit","0","2","25","","cards.faction_4_unit_cassyva_desc"
"1000324","cards.faction_4_unit_shadow_sister_name","Unit","4","3","3","","cards.faction_4_unit_shadow_sister_desc"
"1000325","cards.faction_4_unit_night_fiend_name","Unit","5","4","4","ModifierStackingShadows|ModifierOpeningGambitDamageEnemiesNearShadowCreep","cards.faction_4_unit_night_fiend_desc"
"1000326","cards.faction_4_unit_gor_name","Unit","2","1","1","ModifierBattlePet|ModifierDyingWishSpawnEntityInCorner","cards.faction_4_unit_gor_desc"
"1000327","cards.faction_4_unit_ooz_name","Unit","2","3","3","ModifierStackingShadows|ModifierBattlePet","cards.faction_4_unit_ooz_desc"
"1000328","cards.faction_4_unit_blood_baronette_name","Unit","3","3","3","","cards.faction_4_unit_blood_baronette_desc"
"1000329","cards.faction_4_unit_arcane_devourer_name","Unit","7","8","4","ModifierOpeningGambitApplyPlayerModifiers","cards.faction_4_unit_arcane_devourer_desc"
"1000330","cards.faction_4_unit_klaxon_name","Unit","6","6","6","ModifierStackingShadows|ModifierProvoke|ModifierDyingWishSpawnTileAnywhere","cards.faction_4_unit_klaxon_desc"
"1000331","cards.faction_4_unit_furosa_name","Unit","1","1","2","ModifierSynergizeApplyModifiersToWraithlings","cards.faction_4_unit_furosa_desc"
"1000332","cards.faction_4_unit_fiend_name","Unit","2","4","4","ModifierToken",""
"1000333","cards.faction_4_unit_grandmaster_variax_name","Unit","8","8","8","ModifierTokenCreator|ModifierOpeningGambitGrandmasterVariax","cards.faction_4_unit_grandmaster_variax_desc"
"1000334","cards.faction_4_unit_horror_burster_name","Unit","3","4","1","ModifierTokenCreator|ModifierDyingWishTransformRandomMinion","cards.faction_4_unit_horror_burster_desc"
"1000335","cards.faction_4_unit_horror_name","Unit","6","6","6","ModifierToken",""
"1000336","cards.faction_4_unit_nightshroud_name","Unit","4","5","1","ModifierBondNightshroud","cards.faction_4_unit_nightshroud_desc"
"1000337","cards.faction_4_unit_nocturne_name","Unit","2","2","2","ModifierTokenCreator","cards.faction_4_unit_nocturne_desc"
"1000338","cards.faction_4_unit_death_knell_name","Unit","8","6","6","ModifierOpeningGambitDeathKnell","cards.faction_4_unit_death_knell_desc"
"1000339","cards.faction_4_unit_phantasm_name","Unit","2","3","2","","cards.faction_4_unit_phantasm_desc"
"1000340","cards.faction_4_unit_nekomata_name","Unit","4","4","2","ModifierDyingWishDrawMinionsWithDyingWish","cards.faction_4_unit_nekomata_desc"
"1000341","cards.faction_4_unit_desolator_name","Unit","4","2","1","ModifierOpeningGambitStealEnemyGeneralHealth|ModifierDyingWishPutCardInHand","cards.faction_4_unit_desolator_desc"
"1000342","cards.faction_4_unit_watchful_sentinel_name","Unit","3","3","3","ModifierToken","cards.faction_4_unit_watchful_sentinel_desc"
"1000343","cards.faction_4_unit_skullprophet_name","Unit","3","2","4","ModifierSentinel|ModifierTokenCreator","cards.faction_4_unit_skullprophet_desc"
"1000344","cards.faction_4_unit_bound_tormentor_name","Unit","3","2","3","ModifierSentinel|ModifierTokenCreator","cards.faction_4_unit_bound_tormentor_desc"
"1000345","cards.faction_4_unit_xerroloth_name","Unit","3","3","2","ModifierSentinel|ModifierTokenCreator","cards.faction_4_unit_xerroloth_desc"
"1000346","cards.faction_4_unit_husk_name","Unit","1","4","4","ModifierToken",""
"1000347","cards.faction_4_unit_stygian_observer_name","Unit","7","7","7","ModifierDeathWatchBuffMinionsInHand","cards.faction_4_unit_stygian_observer_desc"
"1000348","cards.faction_4_unit_cacophynos_name","Unit","4","6","3","ModifierDyingWishDestroyRandomEnemyNearby","cards.faction_4_unit_cacophynos_desc"
"1000349","cards.building_name","Unit","3","0","10","ModifierToken|ModifierPortal",""
"1000350","cards.faction_4_unit_void_talon_name","Unit","3","6","1","ModifierTokenCreator|ModifierBuild","cards.faction_4_unit_void_talon_desc"
"1000351","cards.faction_4_unit_nightmare_operant_name","Unit","2","3","2","ModifierTokenCreator|ModifierDyingWishAddCardToDeck","cards.faction_4_unit_nightmare_operant_desc"
"1000352","cards.faction_4_unit_moonrider_name","Unit","6","6","6","ModifierTokenCreator|ModifierSynergizeSummonMinionNearby","cards.faction_4_unit_moonrider_desc"
"1000353","cards.faction_4_unit_gate_to_the_undervault_name","Unit","4","0","0","ModifierTokenCreator|ModifierBuild|ModifierPortal|ModifierInvulnerable|ModifierDeathWatchSpawnRandomDemon","cards.faction_4_unit_gate_to_the_undervault_desc"
"1000354","cards.faction_4_unit_abomination_name","Unit","1","1","1","ModifierToken",""
"1000355","cards.faction_4_unit_maehv_name","Unit","0","2","25","","cards.faction_4_unit_maehv_desc"
"1000356","cards.building_name","Unit","4","0","10","ModifierToken|ModifierPortal",""
"1000357","Underlord Xor'Xuul","Unit","6","6","1","ModifierOnSummonFromHandApplyEmblems|ModifierFateAbyssianDyingQuest","Trial: Cast 6 spells that destroy a friendly minion. Destiny: Whenever a friendly minion dies, re-summon it on a random space."
"1000358","Hexclaw","Unit","5","7","2","ModifierDyingWishApplyModifiersToGenerals","Dying Wish: The enemy General gains, ""At the start of your turn, take 1 damage."""
"1000359","Carrion Collector","Unit","2","1","1","ModifierDyingWishReduceManaCostOfDyingWish","Dying Wish: Lower the cost of all minions with Dying Wish in your deck and action bar by 1."
"1000360","Abyssal Tormentor","Unit","6","6","6","ModifierStackingShadows|ModifierProvoke","Provoke Your Shadow Creep deals damage equal to the number of friendly Shadow Creep."
"1000361","Bonecrusher","Unit","3","0","3","ModifierIntensifyBuffSelf","Intensify: This minion gains +5 Attack."
"1000362","Chittering Tiller","Unit","3","4","3","ModifierOpeningGambitMoveEnemyGeneralForward|ModifierFrenzy","Frenzy Opening Gambit: Teleport the enemy General one space forward."
"1000363","Gibbet","Unit","2","1","2","","Whenever this attacks an enemy minion, destroy that minion and summon a Gibbet on that space."
"1000401","cards.faction_5_unit_vaath_name","Unit","0","2","25","","cards.faction_5_unit_vaath_desc"
"1000402","cards.faction_5_unit_earth_walker_name","Unit","3","3","3","ModifierGrow","cards.faction_5_unit_earth_walker_desc"
"1000403","cards.faction_5_unit_grimrock_name","Unit","4","3","4","ModifierGrow","cards.faction_5_unit_grimrock_desc"
"1000404","cards.faction_5_unit_kolossus_name","Unit","5","1","7","ModifierGrow","cards.faction_5_unit_kolossus_desc"
"1000405","cards.faction_5_unit_makantor_warbeast_name","Unit","6","4","4","ModifierFrenzy|ModifierFirstBlood","cards.faction_5_unit_makantor_warbeast_desc"
"1000406","cards.faction_5_unit_phalanxar_name","Unit","2","6","1","",""
"1000407","cards.faction_5_unit_elucidator_name","Unit","4","5","4","ModifierOpeningGambitDamageMyGeneral|ModifierFirstBlood","cards.faction_5_unit_elucidator_desc"
"1000408","cards.faction_5_unit_unstable_leviathan_name","Unit","7","11","11","","cards.faction_5_unit_unstable_leviathan_desc"
"1000409","cards.faction_5_unit_kujata_name","Unit","2","2","2","","cards.faction_5_unit_kujata_desc"
"1000410","cards.faction_5_unit_primordial_gazer_name","Unit","3","2","2","ModifierOpeningGambit","cards.faction_5_unit_primordial_gazer_desc"
"1000411","cards.faction_5_unit_egg_name","Unit","0","0","1","ModifierToken",""
"1000412","cards.faction_5_unit_young_silithar_name","Unit","2","2","3","ModifierRebirth","cards.faction_5_unit_young_silithar_desc"
"1000413","cards.faction_5_unit_veteran_silithar_name","Unit","4","4","4","ModifierRebirth","cards.faction_5_unit_veteran_silithar_desc"
"1000414","cards.faction_5_unit_silithar_elder_name","Unit","7","7","7","ModifierTokenCreator|ModifierRebirth","cards.faction_5_unit_silithar_elder_desc"
"1000415","cards.faction_5_unit_spirit_harvester_name","Unit","5","5","5","","cards.faction_5_unit_spirit_harvester_desc"
"1000416","cards.faction_5_unit_magma_name","Unit","1","1","1","ModifierToken",""
"1000417","cards.faction_5_unit_vindicator_name","Unit","3","1","3","","cards.faction_5_unit_vindicator_desc"
"1000418","cards.faction_5_unit_starhorn_name","Unit","0","2","25","","cards.faction_5_unit_starhorn_desc"
"1000419","cards.faction_5_unit_earth_sister_name","Unit","4","3","4","","cards.faction_5_unit_earth_sister_desc"
"1000420","cards.faction_5_unit_gro_name","Unit","2","2","4","ModifierBattlePet|ModifierGrow","cards.faction_5_unit_gro_desc"
"1000421","cards.faction_5_unit_rex_name","Unit","1","3","1","ModifierBattlePet|ModifierRebirth","cards.faction_5_unit_rex_desc"
"1000422","cards.faction_5_unit_wild_inceptor_name","Unit","4","3","3","ModifierOpeningGambit","cards.faction_5_unit_wild_inceptor_desc"
"1000423","cards.faction_5_unit_moloki_huntress_name","Unit","3","1","2","ModifierGrow","cards.faction_5_unit_moloki_huntress_desc"
"1000424","cards.faction_5_unit_dreadnought_name","Unit","6","4","7","ModifierRebirth","cards.faction_5_unit_dreadnought_desc"
"1000425","cards.faction_5_unit_mandrake_name","Unit","12","6","6","","cards.faction_5_unit_mandrake_desc"
"1000426","cards.faction_5_unit_visionar_name","Unit","5","5","6","","cards.faction_5_unit_visionar_desc"
"1000427","cards.faction_5_unit_kin_name","Unit","3","3","3","ModifierToken|ModifierBattlePet",""
"1000428","cards.faction_5_unit_drogon_name","Unit","4","5","4","ModifierSynergizeApplyModifiersToGeneral","cards.faction_5_unit_drogon_desc"
"1000429","cards.faction_5_unit_thraex_name","Unit","3","2","4","ModifierSynergizeApplyModifiers","cards.faction_5_unit_thraex_desc"
"1000430","cards.faction_5_unit_rancour_name","Unit","2","1","3","","cards.faction_5_unit_rancour_desc"
"1000431","cards.faction_5_unit_valknu_spirit_name","Unit","6","2","25","ModifierToken",""
"1000432","cards.faction_5_unit_ragebinder_name","Unit","3","3","4","ModifierRebirth|ModifierBondHealMyGeneral","cards.faction_5_unit_ragebinder_desc"
"1000433","cards.faction_5_unit_lavaslasher_name","Unit","5","4","7","ModifierOpeningGambit","cards.faction_5_unit_lavaslasher_desc"
"1000434","cards.faction_5_unit_juggernaut_name","Unit","8","4","10","ModifierTokenCreator|ModifierGrow","cards.faction_5_unit_juggernaut_desc"
"1000435","cards.faction_5_unit_rizen_name","Unit","4","3","2","ModifierTokenCreator","cards.faction_5_unit_rizen_desc"
"1000436","cards.faction_5_unit_grandmaster_kraigon_name","Unit","9","7","7","ModifierForcefield|ModifierGrow|ModifierFrenzy","cards.faction_5_unit_grandmaster_kraigon_desc"
"1000437","cards.faction_5_unit_terradon_name","Unit","3","2","8","",""
"1000438","cards.faction_5_unit_warpup_name","Unit","2","1","1","ModifierForcefield|ModifierFrenzy","cards.faction_5_unit_warpup_desc"
"1000439","cards.faction_5_unit_catalyst_quillbeast_name","Unit","3","3","4","","cards.faction_5_unit_catalyst_quillbeast_desc"
"1000440","cards.faction_5_unit_omniseer_name","Unit","4","4","5","ModifierOpeningGambit|ModifierPrimalTile","cards.faction_5_unit_omniseer_desc"
"1000441","cards.faction_5_unit_progenitor_name","Unit","4","5","4","ModifierTokenCreator|ModifierOpeningGambitProgenitor","cards.faction_5_unit_progenitor_desc"
"1000442","cards.faction_5_unit_ripper_name","Unit","1","3","1","ModifierToken|ModifierRebirth|ModifierTranscendance","cards.faction_5_unit_ripper_desc"
"1000443","cards.building_name","Unit","2","0","10","ModifierToken|ModifierPortal",""
"1000444","cards.faction_5_unit_biomimetic_hulk_name","Unit","2","10","10","ModifierTokenCreator|ModifierBuild","cards.faction_5_unit_biomimetic_hulk_desc"
"1000445","cards.faction_5_unit_gigaloth_name","Unit","4","7","7","ModifierTokenCreator|ModifierBuild","cards.faction_5_unit_gigaloth_desc"
"1000446","cards.faction_5_unit_seismoid_name","Unit","2","3","1","","cards.faction_5_unit_seismoid_desc"
"1000447","cards.faction_5_unit_armada_name","Unit","6","5","6","ModifierSynergizeDamageClosestEnemy","cards.faction_5_unit_armada_desc"
"1000448","cards.faction_5_unit_erratic_raptyr_name","Unit","3","5","5","ModifierRebirth","cards.faction_5_unit_erratic_raptyr_desc"
"1000449","cards.faction_5_unit_ragnora_name","Unit","0","2","25","","cards.faction_5_unit_ragnora_desc"
"1000450","cards.building_name","Unit","4","0","10","ModifierToken|ModifierPortal",""
"1000451","Angered Okkadok","Unit","2","1","2","ModifierIntensifyBuffSelf","Intensify: This minion gains +1/+1."
"1000452","Mortar-maw","Unit","5","4","4","ModifierRanged","Ranged Whenever this minion attacks, it also damages enemies around its target."
"1000453","Beastclad Hunter","Unit","4","3","6","","Takes no damage from minions with less Attack."
"1000454","Oropsisaur","Unit","3","2","5","ModifierGrow","Grow: +1/+1. Whenever another friendly minion with Grow survives damage, that minion grows."
"1000455","Krater","Unit","3","2","4","ModifierOpeningGambitDamageEverything","Opening Gambit: Deal 1 damage to everything (including itself)."
"1000456","Hatefurnace","Unit","4","5","4","ModifierFirstBlood|ModifierFrenzy|ModifierOnSummonFromHandApplyEmblems|ModifierFateMagmarBuffQuest","Trial: Cast 7 spells that cause a minion to gain +Attack. Destiny: Minions summoned from your action bar gain Rush and Frenzy."
"1000457","Katastrophosaurus","Unit","5","6","26","ModifierToken",""
"1000458","Haruspex","Unit","4","7","6","","Whenever this minion takes damage, your opponent draws a card."
"1000501","cards.faction_6_unit_faie_name","Unit","0","2","25","","cards.faction_6_unit_faie_desc"
"1000503","cards.faction_6_unit_fenrir_warmaster_name","Unit","3","3","2","ModifierTokenCreator|ModifierDyingWishSpawnEntity","cards.faction_6_unit_fenrir_warmaster_desc"
"1000504","cards.faction_6_unit_ghost_wolf_name","Unit","2","3","2","ModifierToken",""
"1000505","cards.faction_6_unit_crystal_cloaker_name","Unit","2","2","3","ModifierInfiltrate","cards.faction_6_unit_crystal_cloaker_desc"
"1000506","cards.faction_6_unit_crystal_wisp_name","Unit","2","1","1","ModifierDyingWishBonusManaCrystal","cards.faction_6_unit_crystal_wisp_desc"
"1000507","cards.faction_6_unit_frosthorn_rhyno_name","Unit","5","6","5","ModifierTranscendance|ModifierInfiltrate","cards.faction_6_unit_frosthorn_rhyno_desc"
